user,time_dt,collection_id,collection_name,collection_logical_name,start_time_dt,end_time_dt,resource_request_cpu,resource_request_memory,average_usage_cpu,average_usage_memory,maximum_usage_cpu,maximum_usage_memory,hour
+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,1970-01-01 00:00:00.000000,5448262609,WS2kraTQdfsFtOIepw9SIo7ETi2ag8uwy7gt2MrpIe0=,VJ0ExwthLLpbqbyOA77EoNypzEiPYg3mECxUve0GCnY=,1970-01-03 03:24:37,1970-01-03 03:24:40,0.00188446044921875,0.00021266937255859375,0.00024509429931640625,0.0001220703125,0.00063323974609375,0.00020503997802734375,1970-01-01 00:00:00
+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,1970-01-01 00:20:49.456152,5448183242,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,1970-01-03 22:31:26,1970-01-03 22:31:27,0.0012454986572265625,0.00021076202392578125,0.0,9.5367431640625e-06,0.0,9.5367431640625e-06,1970-01-01 00:00:00
+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,1970-01-01 00:49:06.196299,5448183242,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,1970-01-03 22:31:26,1970-01-03 22:31:27,0.0012454986572265625,0.00021076202392578125,0.0,9.5367431640625e-06,0.0,9.5367431640625e-06,1970-01-01 00:00:00
+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,1970-01-01 06:15:36.651005,5448183242,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,1970-01-03 22:31:26,1970-01-03 22:31:27,0.0012454986572265625,0.00021076202392578125,0.0,9.5367431640625e-06,0.0,9.5367431640625e-06,1970-01-01 06:00:00
+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,1970-01-01 07:09:31.730203,5448183242,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,1970-01-03 22:31:26,1970-01-03 22:31:27,0.0012454986572265625,0.00021076202392578125,0.0,9.5367431640625e-06,0.0,9.5367431640625e-06,1970-01-01 07:00:00
+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,1970-01-01 07:16:04.364077,5448183242,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,1970-01-03 22:31:26,1970-01-03 22:31:27,0.0012454986572265625,0.00021076202392578125,0.0,9.5367431640625e-06,0.0,9.5367431640625e-06,1970-01-01 07:00:00
+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,1970-01-01 07:46:06.328404,5448183242,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,1970-01-03 22:31:26,1970-01-03 22:31:27,0.0012454986572265625,0.00021076202392578125,0.0,9.5367431640625e-06,0.0,9.5367431640625e-06,1970-01-01 07:00:00
+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,1970-01-01 07:46:06.329914,5448183242,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,1970-01-03 22:31:26,1970-01-03 22:31:27,0.0012454986572265625,0.00021076202392578125,0.0,9.5367431640625e-06,0.0,9.5367431640625e-06,1970-01-01 07:00:00
+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,1970-01-01 10:17:24.316400,5448183242,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,1970-01-03 22:31:26,1970-01-03 22:31:27,0.0012454986572265625,0.00021076202392578125,0.0,9.5367431640625e-06,0.0,9.5367431640625e-06,1970-01-01 10:00:00
+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,1970-01-01 18:24:05.258226,5448183242,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,1970-01-03 22:31:26,1970-01-03 22:31:27,0.0012454986572265625,0.00021076202392578125,0.0,9.5367431640625e-06,0.0,9.5367431640625e-06,1970-01-01 18:00:00
