user,time_dt,collection_id,collection_name,collection_logical_name,start_time_dt,end_time_dt,cpu_usage_distribution,tail_cpu_usage_distribution,priority,instance_index,event,failed,resource_request_cpu,resource_request_memory,average_usage_cpu,average_usage_memory,maximum_usage_cpu,maximum_usage_memory,hour
30Rme1hqSemDZdXoMMQT4VQwOkXnzJRMDfrP4ApzpLw=,1970-01-13 12:21:11.447817,284637788259,ysXbWuTn+T2loCMsp1hWJ5FoZYrsJKDcYgnfma3dqeQ=,du/ycajOkpEFf8/s9EnK3LyUCISwf+DVDG9Gq2KpYLk=,1970-01-13 12:30:46,1970-01-13 12:30:50,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07]","[9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07]",103,988,SCHEDULE,0,0.009490966796875,0.004119873046875,0.0,7.43865966796875e-05,0.0010013580322265625,7.62939453125e-05,1970-01-13 12:00:00
30Rme1hqSemDZdXoMMQT4VQwOkXnzJRMDfrP4ApzpLw=,1970-01-13 12:21:37.665380,284637788259,ysXbWuTn+T2loCMsp1hWJ5FoZYrsJKDcYgnfma3dqeQ=,du/ycajOkpEFf8/s9EnK3LyUCISwf+DVDG9Gq2KpYLk=,1970-01-13 12:30:46,1970-01-13 12:30:50,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07]","[9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07]",103,912,SCHEDULE,0,0.009490966796875,0.004119873046875,0.0,7.43865966796875e-05,0.0010013580322265625,7.62939453125e-05,1970-01-13 12:00:00
30Rme1hqSemDZdXoMMQT4VQwOkXnzJRMDfrP4ApzpLw=,1970-01-13 12:22:31.100505,284637788259,ysXbWuTn+T2loCMsp1hWJ5FoZYrsJKDcYgnfma3dqeQ=,du/ycajOkpEFf8/s9EnK3LyUCISwf+DVDG9Gq2KpYLk=,1970-01-13 12:30:46,1970-01-13 12:30:50,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07]","[9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07]",103,971,SCHEDULE,0,0.009490966796875,0.004119873046875,0.0,7.43865966796875e-05,0.0010013580322265625,7.62939453125e-05,1970-01-13 12:00:00
30Rme1hqSemDZdXoMMQT4VQwOkXnzJRMDfrP4ApzpLw=,1970-01-13 12:22:40.795459,284637788259,ysXbWuTn+T2loCMsp1hWJ5FoZYrsJKDcYgnfma3dqeQ=,du/ycajOkpEFf8/s9EnK3LyUCISwf+DVDG9Gq2KpYLk=,1970-01-13 12:30:46,1970-01-13 12:30:50,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07]","[9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07]",103,935,SCHEDULE,0,0.009490966796875,0.004119873046875,0.0,7.43865966796875e-05,0.0010013580322265625,7.62939453125e-05,1970-01-13 12:00:00
30Rme1hqSemDZdXoMMQT4VQwOkXnzJRMDfrP4ApzpLw=,1970-01-13 12:22:45.973223,284637788259,ysXbWuTn+T2loCMsp1hWJ5FoZYrsJKDcYgnfma3dqeQ=,du/ycajOkpEFf8/s9EnK3LyUCISwf+DVDG9Gq2KpYLk=,1970-01-13 12:30:46,1970-01-13 12:30:50,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07]","[9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07]",103,989,SCHEDULE,0,0.009490966796875,0.004119873046875,0.0,7.43865966796875e-05,0.0010013580322265625,7.62939453125e-05,1970-01-13 12:00:00
30Rme1hqSemDZdXoMMQT4VQwOkXnzJRMDfrP4ApzpLw=,1970-01-13 12:22:50.087970,284637788259,ysXbWuTn+T2loCMsp1hWJ5FoZYrsJKDcYgnfma3dqeQ=,du/ycajOkpEFf8/s9EnK3LyUCISwf+DVDG9Gq2KpYLk=,1970-01-13 12:30:46,1970-01-13 12:30:50,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07]","[9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07]",103,931,SCHEDULE,0,0.009490966796875,0.004119873046875,0.0,7.43865966796875e-05,0.0010013580322265625,7.62939453125e-05,1970-01-13 12:00:00
30Rme1hqSemDZdXoMMQT4VQwOkXnzJRMDfrP4ApzpLw=,1970-01-13 12:23:27.547686,284637788259,ysXbWuTn+T2loCMsp1hWJ5FoZYrsJKDcYgnfma3dqeQ=,du/ycajOkpEFf8/s9EnK3LyUCISwf+DVDG9Gq2KpYLk=,1970-01-13 12:30:46,1970-01-13 12:30:50,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07]","[9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07]",103,972,SCHEDULE,0,0.009490966796875,0.0046539306640625,0.0,7.43865966796875e-05,0.0010013580322265625,7.62939453125e-05,1970-01-13 12:00:00
30Rme1hqSemDZdXoMMQT4VQwOkXnzJRMDfrP4ApzpLw=,1970-01-13 12:23:30.495129,284637788259,ysXbWuTn+T2loCMsp1hWJ5FoZYrsJKDcYgnfma3dqeQ=,du/ycajOkpEFf8/s9EnK3LyUCISwf+DVDG9Gq2KpYLk=,1970-01-13 12:30:46,1970-01-13 12:30:50,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07]","[9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07]",103,918,SCHEDULE,0,0.009490966796875,0.0046539306640625,0.0,7.43865966796875e-05,0.0010013580322265625,7.62939453125e-05,1970-01-13 12:00:00
30Rme1hqSemDZdXoMMQT4VQwOkXnzJRMDfrP4ApzpLw=,1970-01-13 12:23:36.174171,284637788259,ysXbWuTn+T2loCMsp1hWJ5FoZYrsJKDcYgnfma3dqeQ=,du/ycajOkpEFf8/s9EnK3LyUCISwf+DVDG9Gq2KpYLk=,1970-01-13 12:30:46,1970-01-13 12:30:50,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07]","[9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07]",103,954,SCHEDULE,0,0.009490966796875,0.0046539306640625,0.0,7.43865966796875e-05,0.0010013580322265625,7.62939453125e-05,1970-01-13 12:00:00
30Rme1hqSemDZdXoMMQT4VQwOkXnzJRMDfrP4ApzpLw=,1970-01-13 12:23:58.632402,284637788259,ysXbWuTn+T2loCMsp1hWJ5FoZYrsJKDcYgnfma3dqeQ=,du/ycajOkpEFf8/s9EnK3LyUCISwf+DVDG9Gq2KpYLk=,1970-01-13 12:30:46,1970-01-13 12:30:50,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07]","[9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07 9.53674316e-07 9.53674316e-07 9.53674316e-07
 9.53674316e-07]",103,933,SCHEDULE,0,0.009490966796875,0.0046539306640625,0.0,7.43865966796875e-05,0.0010013580322265625,7.62939453125e-05,1970-01-13 12:00:00
