user,time_dt,average_usage_cpu,average_usage_memory,hour
77mZ3/L7TctcF6oWAVyFUZQq1H79EJ1Qfv/YjTz5mW8=,1970-01-07 14:59:56.331815,0.0110626220703125,0.0049591064453125,1970-01-07 14:00:00
77mZ3/L7TctcF6oWAVyFUZQq1H79EJ1Qfv/YjTz5mW8=,1970-01-08 10:23:53.247535,0.029388427734375,0.002593994140625,1970-01-08 10:00:00
77mZ3/L7TctcF6oWAVyFUZQq1H79EJ1Qfv/YjTz5mW8=,1970-01-08 12:33:05.765073,0.029388427734375,0.002593994140625,1970-01-08 12:00:00
77mZ3/L7TctcF6oWAVyFUZQq1H79EJ1Qfv/YjTz5mW8=,1970-01-08 12:40:57.853116,0.029388427734375,0.002593994140625,1970-01-08 12:00:00
77mZ3/L7TctcF6oWAVyFUZQq1H79EJ1Qfv/YjTz5mW8=,1970-01-08 13:04:40.081328,0.029388427734375,0.002593994140625,1970-01-08 13:00:00
77mZ3/L7TctcF6oWAVyFUZQq1H79EJ1Qfv/YjTz5mW8=,1970-01-08 13:17:31.214546,0.029388427734375,0.002593994140625,1970-01-08 13:00:00
77mZ3/L7TctcF6oWAVyFUZQq1H79EJ1Qfv/YjTz5mW8=,1970-01-08 13:44:22.388823,0.029388427734375,0.002593994140625,1970-01-08 13:00:00
77mZ3/L7TctcF6oWAVyFUZQq1H79EJ1Qfv/YjTz5mW8=,1970-01-08 13:44:23.469642,0.029388427734375,0.002593994140625,1970-01-08 13:00:00
77mZ3/L7TctcF6oWAVyFUZQq1H79EJ1Qfv/YjTz5mW8=,1970-01-08 13:44:23.999585,0.029388427734375,0.002593994140625,1970-01-08 13:00:00
77mZ3/L7TctcF6oWAVyFUZQq1H79EJ1Qfv/YjTz5mW8=,1970-01-08 14:07:15.435511,0.029388427734375,0.002593994140625,1970-01-08 14:00:00
77mZ3/L7TctcF6oWAVyFUZQq1H79EJ1Qfv/YjTz5mW8=,1970-01-08 14:07:36.712713,0.029388427734375,0.002593994140625,1970-01-08 14:00:00
77mZ3/L7TctcF6oWAVyFUZQq1H79EJ1Qfv/YjTz5mW8=,1970-01-08 14:09:19.298951,0.029388427734375,0.002593994140625,1970-01-08 14:00:00
77mZ3/L7TctcF6oWAVyFUZQq1H79EJ1Qfv/YjTz5mW8=,1970-01-08 14:10:31.529200,0.029388427734375,0.002593994140625,1970-01-08 14:00:00
