user,time_dt,start_time_dt,end_time_dt,resource_request_cpu,resource_request_memory,average_usage_cpu,average_usage_memory,maximum_usage_cpu,maximum_usage_memory,hour
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 00:00:00.000000,1970-01-04 23:00:00,1970-01-04 23:05:00,0.00566864013671875,0.00262451171875,0.000209808349609375,0.000698089599609375,0.001132965087890625,0.0006999969482421875,1970-01-01 00:00:00
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 00:20:04.269099,1970-01-04 23:55:00,1970-01-05 00:00:00,0.0141754150390625,0.00390625,0.02435302734375,0.00128173828125,0.04833984375,0.002674102783203125,1970-01-01 00:00:00
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 00:21:08.301086,1970-01-01 08:15:00,1970-01-01 08:20:00,0.0097198486328125,0.0022125244140625,0.011749267578125,0.0018901824951171875,0.023834228515625,0.001941680908203125,1970-01-01 00:00:00
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 00:56:04.361849,1970-01-01 01:45:00,1970-01-01 01:50:00,0.0097198486328125,0.0022125244140625,0.00762176513671875,0.0015697479248046875,0.0144500732421875,0.0016632080078125,1970-01-01 00:00:00
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 00:56:04.361851,1970-01-01 08:15:00,1970-01-01 08:20:00,0.0097198486328125,0.0022125244140625,0.011749267578125,0.0018901824951171875,0.023834228515625,0.001941680908203125,1970-01-01 00:00:00
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 01:39:58.440703,1970-01-01 08:15:00,1970-01-01 08:20:00,0.0097198486328125,0.0022125244140625,0.011749267578125,0.0018901824951171875,0.023834228515625,0.001941680908203125,1970-01-01 01:00:00
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 02:18:39.618781,1970-01-01 08:15:00,1970-01-01 08:20:00,0.0097198486328125,0.0022125244140625,0.011749267578125,0.0018901824951171875,0.023834228515625,0.001941680908203125,1970-01-01 02:00:00
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 02:39:18.992634,1970-01-01 01:45:00,1970-01-01 01:50:00,0.0097198486328125,0.0022125244140625,0.00762176513671875,0.0015697479248046875,0.0144500732421875,0.0016632080078125,1970-01-01 02:00:00
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 03:02:13.902371,1970-01-04 23:55:00,1970-01-05 00:00:00,0.0141754150390625,0.00390625,0.02435302734375,0.00128173828125,0.04833984375,0.002674102783203125,1970-01-01 03:00:00
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 05:32:32.399071,1970-01-04 23:55:00,1970-01-05 00:00:00,0.0141754150390625,0.00390625,0.02435302734375,0.00128173828125,0.04833984375,0.002674102783203125,1970-01-01 05:00:00
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 05:33:20.929550,1970-01-04 23:55:00,1970-01-05 00:00:00,0.0141754150390625,0.00390625,0.02435302734375,0.00128173828125,0.04833984375,0.002674102783203125,1970-01-01 05:00:00
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 15:57:24.823801,1970-01-01 08:15:00,1970-01-01 08:20:00,0.0097198486328125,0.0022125244140625,0.011749267578125,0.0018901824951171875,0.023834228515625,0.001941680908203125,1970-01-01 15:00:00
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 17:07:16.274090,1970-01-01 08:15:00,1970-01-01 08:20:00,0.0097198486328125,0.0022125244140625,0.011749267578125,0.0018901824951171875,0.023834228515625,0.001941680908203125,1970-01-01 17:00:00
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 17:32:28.287922,1970-01-01 08:15:00,1970-01-01 08:20:00,0.0097198486328125,0.0022125244140625,0.011749267578125,0.0018901824951171875,0.023834228515625,0.001941680908203125,1970-01-01 17:00:00
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 17:35:22.337357,1970-01-01 05:40:00,1970-01-01 05:45:00,0.0081024169921875,0.00390625,0.066650390625,0.0013027191162109375,0.135986328125,0.0013484954833984375,1970-01-01 17:00:00
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 17:57:32.684447,1970-01-02 08:58:47,1970-01-02 08:58:51,0.0153961181640625,0.0056915283203125,0.0008230209350585938,0.000316619873046875,0.001613616943359375,0.0007114410400390625,1970-01-01 17:00:00
