user,hour,resource_request_cpu,resource_request_memory,average_usage_cpu,average_usage_memory,maximum_usage_cpu,maximum_usage_memory
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 00:00:00,0.00566864013671875,0.00262451171875,0.0005321502685546875,0.000762939453125,0.001468658447265625,0.0007638931274414062
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 01:00:00,0.00566864013671875,0.00262451171875,0.0005321502685546875,0.000762939453125,0.001468658447265625,0.0007638931274414062
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 02:00:00,0.00566864013671875,0.00262451171875,0.0005321502685546875,0.000762939453125,0.001468658447265625,0.0007638931274414062
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 03:00:00,0.00566864013671875,0.00262451171875,0.0005321502685546875,0.000762939453125,0.001468658447265625,0.0007638931274414062
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 04:00:00,0.00566864013671875,0.00262451171875,0.0005321502685546875,0.000762939453125,0.001468658447265625,0.0007638931274414062
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 05:00:00,0.00566864013671875,0.00262451171875,0.0005321502685546875,0.000762939453125,0.001468658447265625,0.0007638931274414062
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 06:00:00,0.00566864013671875,0.00262451171875,0.0005321502685546875,0.000762939453125,0.001468658447265625,0.0007638931274414062
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 07:00:00,0.00566864013671875,0.00262451171875,0.0005321502685546875,0.000762939453125,0.001468658447265625,0.0007638931274414062
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 08:00:00,0.00566864013671875,0.00262451171875,0.0005321502685546875,0.000762939453125,0.001468658447265625,0.0007638931274414062
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 09:00:00,0.00566864013671875,0.00262451171875,0.0005321502685546875,0.000762939453125,0.001468658447265625,0.0007638931274414062
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 10:00:00,0.00566864013671875,0.00262451171875,0.0005321502685546875,0.000762939453125,0.001468658447265625,0.0007638931274414062
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 11:00:00,0.00566864013671875,0.00262451171875,0.0005321502685546875,0.000762939453125,0.001468658447265625,0.0007638931274414062
ly4HE4d+6E8BqXgm6E1eGNKu8OiiZE+Gj/D4YUMRFDU=,1970-01-01 12:00:00,0.00566864013671875,0.00262451171875,0.0005321502685546875,0.000762939453125,0.001468658447265625,0.0007638931274414062
