user,hour,resource_request_cpu,resource_request_cpu_mean,resource_request_cpu_max,resource_request_cpu_min,resource_request_cpu_std,resource_request_memory,resource_request_memory_mean,resource_request_memory_max,resource_request_memory_min,resource_request_memory_std,average_usage_cpu,average_usage_cpu_mean,average_usage_cpu_max,average_usage_cpu_min,average_usage_cpu_std,average_usage_memory,average_usage_memory_mean,average_usage_memory_max,average_usage_memory_min,average_usage_memory_std,maximum_usage_cpu,maximum_usage_cpu_mean,maximum_usage_cpu_max,maximum_usage_cpu_min,maximum_usage_cpu_std,maximum_usage_memory,maximum_usage_memory_mean,maximum_usage_memory_max,maximum_usage_memory_min,maximum_usage_memory_std
BcfnAv3ANA4pZvsSGO89/Sm6bMh0AdqLC1Vq4CfxvpY=,1970-01-01 00:00:00,0.003696441650390625,0.009448649519580906,0.0465087890625,0.00022029876708984375,0.008108505885640122,0.001953125,0.003584049515805002,0.03387451171875,0.00025463104248046875,0.005294523127897344,0.024658203125,0.0013867394398834746,0.027801513671875,0.0,0.005182007767535144,0.00011539459228515625,0.00019707518108820512,0.000255584716796875,9.5367431640625e-07,7.507475742832249e-05,0.072509765625,0.0071750172113968155,0.1165771484375,0.0,0.018130317152469388,0.00013446807861328125,0.00020875769146418168,0.000278472900390625,9.5367431640625e-07,8.010626462119325e-05
BcfnAv3ANA4pZvsSGO89/Sm6bMh0AdqLC1Vq4CfxvpY=,1970-01-01 01:00:00,0.00823974609375,0.00823974609375,0.00823974609375,0.00823974609375,,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,,0.00030517578125,0.00030517578125,0.00030517578125,0.00030517578125,,0.0002269744873046875,0.0002269744873046875,0.0002269744873046875,0.0002269744873046875,,0.003173828125,0.003173828125,0.003173828125,0.003173828125,,0.00023937225341796875,0.00023937225341796875,0.00023937225341796875,0.00023937225341796875,
BcfnAv3ANA4pZvsSGO89/Sm6bMh0AdqLC1Vq4CfxvpY=,1970-01-01 11:00:00,0.03704833984375,0.03704833984375,0.03704833984375,0.03704833984375,,0.003253936767578125,0.003253936767578125,0.003253936767578125,0.003253936767578125,,0.024658203125,0.024658203125,0.024658203125,0.024658203125,,0.00011539459228515625,0.00011539459228515625,0.00011539459228515625,0.00011539459228515625,,0.072509765625,0.072509765625,0.072509765625,0.072509765625,,0.00013446807861328125,0.00013446807861328125,0.00013446807861328125,0.00013446807861328125,
BcfnAv3ANA4pZvsSGO89/Sm6bMh0AdqLC1Vq4CfxvpY=,1970-01-01 12:00:00,0.00823974609375,0.00823974609375,0.00823974609375,0.00823974609375,,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,,0.00035381317138671875,0.00035381317138671875,0.00035381317138671875,0.00035381317138671875,,0.00020313262939453125,0.00020313262939453125,0.00020313262939453125,0.00020313262939453125,,0.00350189208984375,0.00350189208984375,0.00350189208984375,0.00350189208984375,,0.0002269744873046875,0.0002269744873046875,0.0002269744873046875,0.0002269744873046875,
BcfnAv3ANA4pZvsSGO89/Sm6bMh0AdqLC1Vq4CfxvpY=,1970-01-01 13:00:00,0.00823974609375,0.00823974609375,0.00823974609375,0.00823974609375,,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,,0.0001392364501953125,0.0001392364501953125,0.0001392364501953125,0.0001392364501953125,,0.000202178955078125,0.000202178955078125,0.000202178955078125,0.000202178955078125,,0.00231170654296875,0.00231170654296875,0.00231170654296875,0.00231170654296875,,0.00020885467529296875,0.00020885467529296875,0.00020885467529296875,0.00020885467529296875,
BcfnAv3ANA4pZvsSGO89/Sm6bMh0AdqLC1Vq4CfxvpY=,1970-01-01 14:00:00,0.00823974609375,0.00823974609375,0.00823974609375,0.00823974609375,0.0,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,0.0,0.00024700164794921875,0.0003337860107421875,0.00042057037353515625,0.00024700164794921875,7.670263262818057e-05,0.0001964569091796875,0.00020927853054470487,0.0002269744873046875,0.0001964569091796875,1.129521560951225e-05,0.001834869384765625,0.0020092858208550345,0.003173828125,0.0012149810791015625,0.0009064533212030663,0.0001983642578125,0.000213623046875,0.00023937225341796875,0.0001983642578125,1.5561264869766926e-05
BcfnAv3ANA4pZvsSGO89/Sm6bMh0AdqLC1Vq4CfxvpY=,1970-01-01 15:00:00,0.00823974609375,0.00823974609375,0.00823974609375,0.00823974609375,0.0,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,0.0,0.0003795623779296875,0.0003769397735595703,0.00042057037353515625,0.00035381317138671875,3.1518178691216926e-05,0.00021266937255859375,0.00020647048950195312,0.00021266937255859375,0.00020313262939453125,4.506888986828432e-06,0.00316619873046875,0.002846240997314453,0.00350189208984375,0.0012149810791015625,0.0010989598994872202,0.0002155303955078125,0.00021958351135253906,0.0002269744873046875,0.00020885467529296875,8.958956827190368e-06
BcfnAv3ANA4pZvsSGO89/Sm6bMh0AdqLC1Vq4CfxvpY=,1970-01-01 16:00:00,0.00823974609375,0.00823974609375,0.00823974609375,0.00823974609375,0.0,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,0.0,0.0003795623779296875,0.00029585096571180556,0.0004940032958984375,0.0001392364501953125,0.00011458068277979596,0.00021266937255859375,0.00022549099392361112,0.00025463104248046875,0.000202178955078125,2.0124059722285462e-05,0.00316619873046875,0.0029347737630208335,0.0047149658203125,0.002197265625,0.0008104593448027006,0.0002155303955078125,0.00023333231608072916,0.00026035308837890625,0.00020885467529296875,2.1521156494897383e-05
BcfnAv3ANA4pZvsSGO89/Sm6bMh0AdqLC1Vq4CfxvpY=,1970-01-01 17:00:00,0.00823974609375,0.00823974609375,0.00823974609375,0.00823974609375,0.0,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,0.0,0.0003757476806640625,0.00035762786865234375,0.00042057037353515625,0.00025844573974609375,6.941543725997101e-05,0.0002422332763671875,0.00022363662719726562,0.0002422332763671875,0.00020313262939453125,2.1529958964280505e-05,0.0026092529296875,0.0019221305847167969,0.0026092529296875,0.0012149810791015625,0.0007935890292754632,0.0002593994140625,0.00023317337036132812,0.0002593994140625,0.00020503997802734375,3.0323244277161877e-05
BcfnAv3ANA4pZvsSGO89/Sm6bMh0AdqLC1Vq4CfxvpY=,1970-01-01 18:00:00,0.00823974609375,0.00823974609375,0.00823974609375,0.00823974609375,0.0,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,0.00031757354736328125,0.0,0.00042057037353515625,0.00043137868245442707,0.0004940032958984375,0.0003795623779296875,5.1859776957895474e-05,0.00020694732666015625,0.00021870930989583334,0.00023651123046875,0.00020694732666015625,1.4024741976358255e-05,0.0012149810791015625,0.003032048543294271,0.0047149658203125,0.0012149810791015625,0.0015686862023276827,0.00020885467529296875,0.0002253850301106771,0.00025177001953125,0.00020885467529296875,2.0654627765022093e-05
