user,hour,resource_request_cpu,resource_request_memory,average_usage_cpu,average_usage_memory,maximum_usage_cpu,maximum_usage_memory
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-01 00:00:00,0.00739288330078125,0.0106658935546875,0.0,9.5367431640625e-07,0.0,9.5367431640625e-07
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-01 01:00:00,0.00566864013671875,0.0015621185302734375,0.0,9.5367431640625e-07,0.0,9.5367431640625e-07
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-01 02:00:00,0.0081024169921875,0.0014705657958984375,0.00018978118896484375,0.00016689300537109375,0.0004730224609375,0.0001678466796875
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-01 03:00:00,0.00566864013671875,0.0015621185302734375,0.0,9.5367431640625e-07,0.0,9.5367431640625e-07
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-01 04:00:00,0.00566864013671875,0.0015621185302734375,0.0,9.5367431640625e-07,0.0,9.5367431640625e-07
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-01 05:00:00,0.0081024169921875,0.00133514404296875,0.0017185211181640625,0.0008649826049804688,0.016510009765625,0.0011386871337890625
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-01 06:00:00,0.0081024169921875,0.0014705657958984375,0.00018978118896484375,0.00016689300537109375,0.0004730224609375,0.0001678466796875
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-01 10:00:00,0.0081024169921875,0.0014705657958984375,0.00018978118896484375,0.00016689300537109375,0.0004730224609375,0.0001678466796875
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-01 11:00:00,0.0081024169921875,0.00133514404296875,0.0017185211181640625,0.0008649826049804688,0.016510009765625,0.0011386871337890625
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-01 13:00:00,0.0081024169921875,0.0014705657958984375,0.011505126953125,0.0010089874267578125,0.0263671875,0.001148223876953125
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-01 14:00:00,0.0081024169921875,0.00133514404296875,0.0017185211181640625,0.0008649826049804688,0.016510009765625,0.0011386871337890625
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-01 15:00:00,0.0081024169921875,0.0014705657958984375,0.00018978118896484375,0.00016689300537109375,0.0004730224609375,0.0001678466796875
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-01 20:00:00,0.0081024169921875,0.00133514404296875,0.0017185211181640625,0.0008649826049804688,0.016510009765625,0.0011386871337890625
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-02 00:00:00,0.0081024169921875,0.0014705657958984375,0.00018978118896484375,0.00016689300537109375,0.0004730224609375,0.0001678466796875
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-02 01:00:00,0.0081024169921875,0.00133514404296875,0.0017185211181640625,0.0008649826049804688,0.016510009765625,0.0011386871337890625
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-02 02:00:00,0.00566864013671875,0.0015621185302734375,0.0,9.5367431640625e-07,0.0,9.5367431640625e-07
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-02 04:00:00,0.00566864013671875,0.0015621185302734375,0.0,9.5367431640625e-07,0.0,9.5367431640625e-07
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-02 05:00:00,0.0081024169921875,0.0014705657958984375,0.00018978118896484375,0.00016689300537109375,0.0004730224609375,0.0001678466796875
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-02 06:00:00,0.0081024169921875,0.0014705657958984375,0.00018978118896484375,0.00016689300537109375,0.0004730224609375,0.0001678466796875
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-02 07:00:00,0.0081024169921875,0.00133514404296875,0.0017185211181640625,0.0008649826049804688,0.016510009765625,0.0011386871337890625
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-02 09:00:00,0.0081024169921875,0.0014705657958984375,0.00018978118896484375,0.00016689300537109375,0.0004730224609375,0.0001678466796875
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-02 10:00:00,0.0081024169921875,0.00133514404296875,0.0017185211181640625,0.0008649826049804688,0.016510009765625,0.0011386871337890625
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-02 11:00:00,0.0081024169921875,0.00133514404296875,0.0017185211181640625,0.0008649826049804688,0.016510009765625,0.0011386871337890625
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-02 12:00:00,0.0081024169921875,0.00133514404296875,0.0017185211181640625,0.0008649826049804688,0.016510009765625,0.0011386871337890625
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-02 13:00:00,0.0081024169921875,0.00133514404296875,0.0017185211181640625,0.0008649826049804688,0.016510009765625,0.0011386871337890625
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-02 21:00:00,0.0081024169921875,0.00133514404296875,0.0017185211181640625,0.0008649826049804688,0.016510009765625,0.0011386871337890625
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-02 22:00:00,0.0081024169921875,0.00133514404296875,0.0017185211181640625,0.0008649826049804688,0.016510009765625,0.0011386871337890625
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-02 23:00:00,0.0081024169921875,0.00133514404296875,0.0017185211181640625,0.0008649826049804688,0.016510009765625,0.0011386871337890625
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-03 00:00:00,0.00566864013671875,0.0015621185302734375,0.0,9.5367431640625e-07,0.0,9.5367431640625e-07
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-03 01:00:00,0.0081024169921875,0.0014705657958984375,0.00018978118896484375,0.00016689300537109375,0.0004730224609375,0.0001678466796875
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-03 02:00:00,0.0081024169921875,0.0014705657958984375,0.00018978118896484375,0.00016689300537109375,0.0004730224609375,0.0001678466796875
jW2GJpOlCheoSzGcwfmRjkjV6mYZo4DC43ej/X/OyjM=,1970-01-03 04:00:00,0.00566864013671875,0.0015621185302734375,0.0,9.5367431640625e-07,0.0,9.5367431640625e-07
