user,hour,resource_request_cpu,resource_request_cpu_mean,resource_request_cpu_max,resource_request_cpu_min,resource_request_cpu_std,resource_request_memory,resource_request_memory_mean,resource_request_memory_max,resource_request_memory_min,resource_request_memory_std,average_usage_cpu,average_usage_cpu_mean,average_usage_cpu_max,average_usage_cpu_min,average_usage_cpu_std,average_usage_memory,average_usage_memory_mean,average_usage_memory_max,average_usage_memory_min,average_usage_memory_std,maximum_usage_cpu,maximum_usage_cpu_mean,maximum_usage_cpu_max,maximum_usage_cpu_min,maximum_usage_cpu_std,maximum_usage_memory,maximum_usage_memory_mean,maximum_usage_memory_max,maximum_usage_memory_min,maximum_usage_memory_std
PeO35q9IyQTQ1gF6bKU/0vNAy2f5Z16I/5Dmk5Uo8oY=,1970-01-01 00:00:00,0.008453369140625,0.008231271965226878,0.0902099609375,0.0,0.009568182817077792,0.00650787353515625,0.00636226080181298,0.16748046875,0.0,0.00894125491780863,0.002040863037109375,0.002376258150022128,0.0084686279296875,0.0001049041748046875,0.002755235821043864,0.00423431396484375,0.0037264067879628003,0.00659942626953125,0.0012760162353515625,0.00158864952346095,0.06036376953125,0.0147889478971598,0.06036376953125,0.0005035400390625,0.015137228370105896,0.00572967529296875,0.0041409229369050405,0.00757598876953125,0.0012760162353515625,0.001962270009183136
PeO35q9IyQTQ1gF6bKU/0vNAy2f5Z16I/5Dmk5Uo8oY=,1970-01-01 03:00:00,0.00449371337890625,0.004405975341796875,0.00449371337890625,0.0043182373046875,0.00012408032201607203,0.00572967529296875,0.00572967529296875,0.00572967529296875,0.00572967529296875,0.0,0.0002727508544921875,0.0022611618041992188,0.00424957275390625,0.0002727508544921875,0.0028120377326468497,0.003849029541015625,0.0042133331298828125,0.00457763671875,0.003849029541015625,0.0005152030761971687,0.00641632080078125,0.011478424072265625,0.01654052734375,0.00641632080078125,0.007158895100666416,0.00385284423828125,0.004791259765625,0.00572967529296875,0.00385284423828125,0.0013271199659110314
PeO35q9IyQTQ1gF6bKU/0vNAy2f5Z16I/5Dmk5Uo8oY=,1970-01-01 04:00:00,0.0043182373046875,0.004669189453125,0.00589752197265625,0.0043182373046875,0.0006908499950495592,0.00572967529296875,0.00634765625,0.008819580078125,0.00572967529296875,0.0013818474287222516,0.00424957275390625,0.0031690597534179688,0.00492095947265625,0.00038433074951171875,0.0018994547092917047,0.00457763671875,0.004721832275390625,0.00659942626953125,0.003620147705078125,0.0011200811264731967,0.01654052734375,0.0249176025390625,0.06036376953125,0.0097808837890625,0.020239453608137555,0.00572967529296875,0.00572357177734375,0.00757598876953125,0.00385284423828125,0.0013163569042114658
PeO35q9IyQTQ1gF6bKU/0vNAy2f5Z16I/5Dmk5Uo8oY=,1970-01-01 05:00:00,0.0043182373046875,0.0034928321838378906,0.00449371337890625,0.0008411407470703125,0.0017697285921403772,0.00572967529296875,0.00560760498046875,0.00572967529296875,0.00524139404296875,0.00024414062499999992,0.00038433074951171875,0.001268625259399414,0.00424957275390625,0.0001678466796875,0.0019892631849612063,0.003620147705078125,0.003353595733642578,0.00457763671875,0.0013675689697265625,0.0013855303739215776,0.0097808837890625,0.008384943008422852,0.01654052734375,0.0008020401000976562,0.006578705455918431,0.00385284423828125,0.0037093162536621094,0.00572967529296875,0.0014019012451171875,0.00177456240935656
PeO35q9IyQTQ1gF6bKU/0vNAy2f5Z16I/5Dmk5Uo8oY=,1970-01-01 06:00:00,0.00449371337890625,0.00449371337890625,0.00449371337890625,0.00449371337890625,0.0,0.00572967529296875,0.00572967529296875,0.00572967529296875,0.00572967529296875,0.0,0.005401611328125,0.0019969940185546875,0.005401611328125,0.0002727508544921875,0.0024179448913658934,0.00481414794921875,0.0041866302490234375,0.00481414794921875,0.003849029541015625,0.0004560704174092706,0.0263671875,0.024890899658203125,0.06036376953125,0.00641632080078125,0.025450108387065552,0.00572967529296875,0.004791259765625,0.00572967529296875,0.00385284423828125,0.0010835889146472773
PeO35q9IyQTQ1gF6bKU/0vNAy2f5Z16I/5Dmk5Uo8oY=,1970-01-01 07:00:00,0.00449371337890625,0.00449371337890625,0.00449371337890625,0.00449371337890625,,0.00572967529296875,0.00572967529296875,0.00572967529296875,0.00572967529296875,,0.0002727508544921875,0.0002727508544921875,0.0002727508544921875,0.0002727508544921875,,0.003849029541015625,0.003849029541015625,0.003849029541015625,0.003849029541015625,,0.00641632080078125,0.00641632080078125,0.00641632080078125,0.00641632080078125,,0.00385284423828125,0.00385284423828125,0.00385284423828125,0.00385284423828125,
PeO35q9IyQTQ1gF6bKU/0vNAy2f5Z16I/5Dmk5Uo8oY=,1970-01-01 08:00:00,0.0043182373046875,0.004435221354166667,0.00449371337890625,0.0043182373046875,0.000101311158686534,0.00572967529296875,0.00572967529296875,0.00572967529296875,0.00572967529296875,0.0,0.00038433074951171875,0.00030994415283203125,0.00038433074951171875,0.0002727508544921875,6.442068242567655e-05,0.003620147705078125,0.003772735595703125,0.003849029541015625,0.003620147705078125,0.0001321449895911314,0.0097808837890625,0.007537841796875,0.0097808837890625,0.00641632080078125,0.0019425313469896314,0.00385284423828125,0.00385284423828125,0.00385284423828125,0.00385284423828125,0.0
PeO35q9IyQTQ1gF6bKU/0vNAy2f5Z16I/5Dmk5Uo8oY=,1970-01-01 09:00:00,0.00449371337890625,0.00449371337890625,0.00449371337890625,0.00449371337890625,,0.00572967529296875,0.00572967529296875,0.00572967529296875,0.00572967529296875,,0.002040863037109375,0.002040863037109375,0.002040863037109375,0.002040863037109375,,0.00423431396484375,0.00423431396484375,0.00423431396484375,0.00423431396484375,,0.06036376953125,0.06036376953125,0.06036376953125,0.06036376953125,,0.00572967529296875,0.00572967529296875,0.00572967529296875,0.00572967529296875,
PeO35q9IyQTQ1gF6bKU/0vNAy2f5Z16I/5Dmk5Uo8oY=,1970-01-01 13:00:00,0.00449371337890625,0.00449371337890625,0.00449371337890625,0.00449371337890625,,0.00572967529296875,0.00572967529296875,0.00572967529296875,0.00572967529296875,,0.002040863037109375,0.002040863037109375,0.002040863037109375,0.002040863037109375,,0.00423431396484375,0.00423431396484375,0.00423431396484375,0.00423431396484375,,0.06036376953125,0.06036376953125,0.06036376953125,0.06036376953125,,0.00572967529296875,0.00572967529296875,0.00572967529296875,0.00572967529296875,
PeO35q9IyQTQ1gF6bKU/0vNAy2f5Z16I/5Dmk5Uo8oY=,1970-01-01 16:00:00,0.003875732421875,0.003875732421875,0.003875732421875,0.003875732421875,0.0,0.00572967529296875,0.00572967529296875,0.00572967529296875,0.00572967529296875,0.0,0.00038433074951171875,0.00038433074951171875,0.00038433074951171875,0.00038433074951171875,0.0,0.003620147705078125,0.003620147705078125,0.003620147705078125,0.003620147705078125,0.0,0.0097808837890625,0.0097808837890625,0.0097808837890625,0.0097808837890625,0.0,0.00385284423828125,0.00385284423828125,0.00385284423828125,0.00385284423828125,0.0
